text,label
所,1380
所愧,1034
所愧为,2074
所愧为人,1078
虽,1931
虽未,2208
虽未成,1747
虽未成龙,231
虽未成龙亦,1498
虽未成龙亦有,2285
欲,1900
欲济,2316
欲济愿,1536
欲济愿水,892
无,1703
无食,2275
无食致,1180
无食致夭,1083
群,2253
群胡,1907
群胡归,998
群胡归来,2216
群胡归来血,2122
群胡归来血洗,914
且,2316
且愿,2294
且愿休,278
且愿休王,866
系,529
系虏,1166
系虏君,135
系虏君臣,2074
琉,235
琉璃,1028
琉璃汗,1409
琉璃汗漫,1577
琉璃汗漫泛,1362
琉璃汗漫泛舟,1952
征,2006
征金,1069
征金我,1931
征金我未,291
当,1199
当时,1069
当时我,1750
当时我醉,1445
当时我醉美,2074
当时我醉美人,1643
汝,1686
汝阳,1623
汝阳三,2321
汝阳三斗,937
汝阳三斗始,378
汝阳三斗始朝,1965
人,848
人生,1498
人生有,132
人生有情,1487
人生有情泪,546
人生有情泪沾,1564
童,1198
童儿,1538
童儿汲,389
童儿汲井,902
今,1515
今年,795
今年低,347
今年低枝,342
今年低枝已,1247
今年低枝已憔,1491
香,408
香炭,2006
香炭金,1940
香炭金炉,1835
况,364
况资,1941
况资菱,152
况资菱芡,2143
往,998
往来,314
往来车,718
往来车马,988
绥,1674
绥者,198
指,1314
指直,667
指直不,721
指直不得,844
白,1845
白日,1107
白日雷,2197
白日雷霆,1854
白日雷霆夹,544
白日雷霆夹城,528
先,848
先生,1498
先生有,712
先生有道,955
先生有道出,1190
先生有道出羲,1299
今,838
今夕,1569
今夕何,838
今夕何夕,483
今夕何夕岁,1379
今夕何夕岁云,1725
何,1199
何时,1154
何时通,1362
何时通舟,314
美,2074
美人,375
美人细,258
美人细意,1393
美人细意熨,148
美人细意熨帖,1474
小,2034
小雏,551
小雏黄,321
小雏黄口,1931
小雏黄口未,1498
小雏黄口未有,1423
莫,712
莫道,1634
莫道无,1037
莫道无相,2123
执,1106
执热,467
执热烦,1569
执热烦何,1498
清,2018
清夜,2025
清夜沈,2025
清夜沈沈,45
清夜沈沈动,1767
清夜沈沈动春,1332
折,1378
折柳,594
折柳孤,1913
折柳孤吟,2277
折柳孤吟断,1810
折柳孤吟断杀,429
从,484
从此,460
从此具,823
从此具扁,1362
少,1896
少陵,760
少陵野,1408
少陵野老,2135
少陵野老吞,363
少陵野老吞声,2331
风,1907
风归,2057
风归花,725
风归花历,897
就,878
就中,1379
就中云,1995
就中云幕,58
就中云幕椒,805
就中云幕椒房,657
荣,906
荣枯,1440
荣枯咫,2213
荣枯咫尺,2265
一,1986
一扫,667
一扫不,1228
一扫不复,1124
清,1377
清风,1353
清风左,1015
清风左右,2027
杖,1461
杖藜,593
杖藜长,996
杖藜长松,678
仗,31
仗义,677
仗义悬,1634
仗义悬无,1030
烟,1309
烟绵,1345
烟绵碧,365
烟绵碧草,863
烟绵碧草萋,863
烟绵碧草萋萋,593
几,1882
几千,2066
君,1939
君岂,26
君岂弃,484
君岂弃此,2169
梵,2312
梵放,1199
梵放时,955
梵放时出,496
秋,1125
秋尽,750
秋尽江,1157
秋尽江南,365
秋尽江南草,1364
秋尽江南草木,441
艰,1134
艰险,2191
艰险路,2221
艰险路更,1407
荷,894
荷露,728
荷露渐,2208
荷露渐成,256
天,1425
天子,324
天子预,911
天子预开,1934
天子预开麟,869
天子预开麟阁,1363
青,680
青鞋,246
青鞋布,1844
青鞋布袜,642
青鞋布袜从,484
青鞋布袜从此,937
不,2201
不惮,703
不惮恶,888
不惮恶溪,1619
廓,170
廓封,1340
自,1952
自入,284
自入户,428
自入户庭,169
出,2234
出谷,1931
出谷未,1509
出谷未停,1741
碧,1599
碧丛,1599
且,1228
且复,757
且复寻,2302
且复寻诸,1404
借,151
借问,750
借问江,2120
借问江上,1378
兹,542
兹山,378
兹山朝,1958
兹山朝百,456
最,1688
最觉,1043
最觉润,1747
最觉润龙,793
居,1337
居然,1981
居然赤,948
居然赤县,1482
仲,452
仲月,998
仲月来,1848
仲月来寒,1377
负,97
负太,323
纷,1026
纷披,1034
纷披为,198
纷披为谁,1646
不,825
不敢,593
不敢长,1963
不敢长语,1229
不敢长语临,2016
不敢长语临交,1082
脱,2014
脱身,919
脱身事,2174
脱身事幽,425
扬,1248
扬其,334
可,674
可怜,1435
可怜头,811
可怜头角,1125
可怜头角尽,814
可怜头角尽卿,1429
路,1498
路有,2188
路有冻,54
路有冻死,685
逍,489
逍遥,1064
逍遥展,1051
逍遥展良,886
东,1377
东风,667
东风不,2248
东风不与,2193
东风不与周,1630
东风不与周郎,925
觉,1198
觉儿,1141
觉儿行,1820
觉儿行步,2284
相,860
相对,874
相对十,250
相对十丈,1990
雁,998
雁来,667
雁来不,721
雁来不得,1679
沧,210
沧洲,342
沧洲已,1528
沧洲已拂,975
背,472
背西,697
背西海,1706
背西海以,2227
攀,1160
攀条,614
攀条拭,1487
攀条拭泪,1278
攀条拭泪坐,1037
攀条拭泪坐相,1182
隔,750
隔江,1595
隔江犹,80
隔江犹唱,1207
隔江犹唱后,428
隔江犹唱后庭,2057
秋,1952
秋入,661
秋入诗,2074
秋入诗人,258
有,135
有臣,1667
有臣勇,960
吾,1248
吾其,1767
吾其春,365
吾其春草,2093
若,1956
若非,1965
若非天,185
若非天夺,565
况,1749
况怀,2152
况怀辞,798
况怀辞大,135
助,571
助仇,1559
助仇抗,1498
助仇抗有,1567
权,1919
权门,183
权门多,1765
权门多噂,1806
权门多噂e,2056
夜,1962
夜深,2070
夜深应,1751
夜深应隔,1562
夜深应隔禁,2086
夜深应隔禁墙,348
忽,1710
忽逢,1694
忽逢青,941
忽逢青鸟,2046
腰,992
腰下,1240
腰下宝,934
腰下宝玦,1694
腰下宝玦青,407
腰下宝玦青珊,604
世,169
世间,988
世间尘,899
世间尘土,970
世间尘土谩,1342
世间尘土谩疑,1166
战,2128
战将,1945
战将骋,575
战将骋骐,1081
岁,1991
岁侵,932
岁侵扰,1069
岁侵扰我,351
李,2307
李侯,2006
李侯金,57
李侯金闺,497
独,1482
独立,1987
独立苍,1397
独立苍茫,1019
独立苍茫自,1052
独立苍茫自咏,661
所,998
所来,1034
所来为,2320
所来为宗,555
三,452
三月,1623
三月三,1845
三月三日,1965
三月三日天,641
三月三日天气,511
今,838
今夕,1228
今夕复,1569
今夕复何,838
从,923
从容,151
从容问,617
从容问罪,866
绣,1013
绣罗,975
绣罗衣,263
绣罗衣裳,1543
绣罗衣裳照,1589
绣罗衣裳照暮,1767
虑,2103
虑则,878
不,721
不得,965
不得清,764
不得清言,1396
不得清言解,667
不得清言解不,2294
飘,1390
飘飘,1276
飘飘远,1019
飘飘远自,2243
飘飘远自流,201
飘飘远自流沙,2027
千,542
千山,189
千山叠,2208
千山叠成,926
俯,1758
俯视,1323
俯视但,272
俯视但一,641
胡,1034
胡为,1155
胡为慕,798
胡为慕大,232
颠,1772
颠倒,323
颠倒白,869
颠倒白阁,1505
都,2074
都人,711
都人回,2114
都人回面,28
都人回面向,2148
都人回面向北,2151
主,2074
主人,1569
主人何,1034
主人何为,764
主人何为言,43
主人何为言少,2259
何,1019
何自,2078
何自取,531
何自取专,544
鹰,1177
鹰隼,231
鹰隼亦,248
鹰隼亦屈,1076
宅,1808
宅舍,1291
宅舍如,1814
宅舍如荒,282
子,1228
子复,1051
天,848
天生,375
天生细,862
天生细碎,2169
高,2045
高谈,85
高谈雄,446
高谈雄辨,1534
高谈雄辨惊,2179
高谈雄辨惊四,1968
林,1268
林端,258
林端意,1463
林端意渺,1337
台,869
台阁,1757
台阁仁,291
台阁仁贤,2178
辄,613
辄拟,27
辄拟偃,1285
辄拟偃溟,520
况,1228
况复,2047
况复秦,98
况复秦兵,802
况复秦兵耐,417
况复秦兵耐苦,1167
清,1377
清风,464
清风期,1097
清风期再,107
凯,1060
凯旋,742
凯旋献,965
凯旋献清,143
不,898
不忍,925
不忍便,1955
不忍便永,548
万,2066
万里,1049
万里方,1326
万里方看,1028
万里方看汗,2243
万里方看汗流,2216
人,919
人事,1498
人事有,1809
人事有代,1973
苑,878
苑中,1062
苑中騋,1652
苑中騋牝,1623
苑中騋牝三,1882
苑中騋牝三千,1626
万,1748
万国,1182
万国思,1634
万国思无,845
离,132
离情,1971
离情任,2156
离情任吐,285
地,1474
地平,1536
地平水,1195
林,881
林栖,463
林栖居,835
林栖居士,1760
见,1125
见尽,755
见尽数,1780
见尽数万,2066
兹,838
兹夕,1034
兹夕为,198
兹夕为谁,183
大,1056
大夫,405
大夫鹊,621
大夫鹊印,2226
大夫鹊印摇,2026
大夫鹊印摇边,452
虚,946
虚薄,1632
虚薄滥,1035
虚薄滥先,1220
古,1035
古先,513
古先莫,17
古先莫能,1360
昏,1400
昏定,927
昏定须,1256
昏定须温,915
欲,113
欲告,965
欲告清,1213
欲告清宴,1753
江,741
江汉,1580
江汉之,1654
紫,974
紫鸽,992
紫鸽下,2291
紫鸽下罘,1532
本,378
本朝,1303
本朝心,105
本朝心是,198
近,348
近闻,992
近闻下,402
近闻下诏,699
近闻下诏喧,1054
近闻下诏喧都,1546
君,667
君不,1016
君不见,1353
君不见左,1598
君不见左辅,323
君不见左辅白,201
君不见左辅白沙,1291
君不见左辅白沙如,323
君不见左辅白沙如白,1536
昆,1202
昆仑,1706
昆仑以,1164
仍,80
仍唱,2253
仍唱胡,65
仍唱胡歌,693
仍唱胡歌饮,1054
仍唱胡歌饮都,803
啼,363
啼声,342
啼声已,400
啼声已绕,1039
重,1706
重以,2334
重以观,1743
重以观鱼,1149
万,1536
万水,1225
万水泻,1034
万水泻为,888
钟,768
钟鼓,293
钟鼓馔,1526
钟鼓馔玉,667
钟鼓馔玉不,2143
钟鼓馔玉不足,445
愿,1639
愿及,312
愿及芳,1515
愿及芳年,322
半,955
半出,1694
半出青,6
半出青林,1131
时,1792
时赴,953
时赴郑,1408
时赴郑老,958
时赴郑老同,1575
时赴郑老同襟,464
会,927
会须,272
会须一,693
会须一饮,1623
会须一饮三,1958
会须一饮三百,42
公,1425
公子,902
公子华,1968
公子华筵,29
公子华筵势,2186
公子华筵势最,1131
动,1291
动如,1665
动如参,2248
动如参与,1833
时,1199
时时,2248
时时与,90
时时与酒,2259
系,718
系马,879
系马堂,826
系马堂阶,992
声,559
声吹,1796
声吹鬼,2285
声吹鬼神,992
遥,921
遥寄,1077
遥寄式,1603
遥寄式微,1913
扫,245
扫除,2104
扫除似,1634
扫除似无,2131
神,1644
神凝,384
神凝推,712
神凝推道,366
年,183
年多,2169
年多物,882
年多物化,561
年多物化空,493
年多物化空形,1505
登,2251
登兹,494
登兹翻,1958
登兹翻百,1438
荐,2166
荐衡,1318
荐衡昔,1845
荐衡昔日,1423
荐衡昔日知,1436
荐衡昔日知文,2239
以,1620
以壮,1069
以壮我,499
以壮我元,1104
与,1573
与倚,1767
与倚春,1377
与倚春风,482
与倚春风弄,452
与倚春风弄月,2095
风,1347
风涛,2020
风涛怒,1595
风涛怒犹,500
芰,1979
芰荷,1344
芰荷薰,1779
芰荷薰讲,915
听,2094
听听,1748
听听国,183
听听国多,1458
淘,1010
淘米,43
淘米少,1538
淘米少汲,1536
动,1195
动静,567
动静随,297
动静随所,1876
鲛,2074
鲛人,742
鲛人献,1603
鲛人献微,275
如,1569
如何,634
如何望,910
如何望故,1748
野,2074
野人,1385
野人旷,791
野人旷荡,1634
野人旷荡无,1110
野人旷荡无靦,2313
梦,2118
梦嘉,660
至,271
至今,1694
至今青,783
至今青冥,2066
共,484
共此,2202
共此灯,624
共此灯烛,1410
箫,1105
箫管,851
箫管凤,1238
箫管凤初,998
僚,618
僚寀,1442
僚寀争,187
僚寀争攀,1776
道,1764
道傍,107
道傍过,1674
道傍过者,151
道傍过者问,1141
道傍过者问行,2074
下,1498
下有,1604
下有欲,1367
下有欲落,532
水,2114
水面,452
水面月,955
水面月出,1698
水面月出蓝,438
水面月出蓝田,560
林,453
林壑,1753
林壑罢,160
林壑罢樵,2301
斥,438
斥田,1972
裴,1079
裴李,1767
裴李春,1547
裴李春兰,477
兴,998
兴来,6
兴来林,105
兴来林是,1760
此,1141
此行,2185
此行既,2015
此行既特,849
一,67
一渠,1304
一渠东,846
一渠东注,312
一渠东注芳,902
一渠东注芳华,1452
河,1932
河梁,399
河梁幸,1931
河梁幸未,1375
侧,770
侧塞,952
侧塞被,3
侧塞被径,2057
若,2046
若使,1388
若使威,1208
若使威可,1706
若使威可以,59
问,1580
问之,667
问之不,391
问之不肯,712
问之不肯道,476
问之不肯道姓,1619
细,1378
细柳,511
细柳新,2088
细柳新蒲,1034
细柳新蒲为,198
细柳新蒲为谁,527
根,1507
根柢,1580
根柢之,2226
烟,1410
烟光,738
烟光奈,838
烟光奈夕,1569
翾,667
翾不,1208
翾不可,208
江,542
江山,2130
江山留,1992
江山留胜,1320
美,2074
美人,1385
美人旷,1693
美人旷延,580
既,2317
既礼,511
既礼新,996
既礼新松,2298
化,1308
化作,593
化作长,551
化作长黄,673
孟,2158
孟贲,667
孟贲不,1214
孟贲不合,795
孟贲不合低,1435
孟贲不合低头,1952
孟贲不合低头入,1666
孟贲不合低头入蒿,2066
朝,1118
朝仪,1519
朝仪限,117
朝仪限霄,741
醉,878
醉中,95
醉中往,95
醉中往往,1862
醉中往往爱,317
醉中往往爱逃,1356
指,564
指点,1834
指点虚,1634
指点虚无,105
指点虚无是,215
指点虚无是征,2191
出,1016
出见,1061
出见盖,1498
出见盖有,843
但,1019
但自,1545
但自求,1248
但自求其,1917
君,667
君不,1016
君不见,1694
君不见青,697
君不见青海,1435
觉,998
觉来,1487
觉来泪,69
觉来泪滴,1555
觉来泪滴湘,750
觉来泪滴湘江,1536
非,1634
非无,190
非无歼,1227
非无歼殄,52
为,1875
为吾,1983
为吾安,1240
为吾安宝,562
萧,936
萧萧,542
萧萧山,2191
萧萧山路,1493
萧萧山路穷,1849
萧萧山路穷秋,313
论,1331
论功,120
论功超,1252
论功超五,1708
长,65
长歌,1946
长歌激,172
长歌激屋,1932
客,1425
客子,878
客子中,2018
客子中夜,478
鸣,1466
鸣攻,910
鸣攻故,1498
鸣攻故有,2152
银,354
银鞍,2023
银鞍绣,2044
银鞍绣毂,2098
银鞍绣毂盛,1490
银鞍绣毂盛繁,902
恐,1929
恐汝,1207
恐汝后,1199
恐汝后时,300
恐汝后时难,1938
恐汝后时难独,1482
君,667
君不,348
君不闻,741
君不闻汉,1643
君不闻汉家,542
君不闻汉家山,1304
君不闻汉家山东,495
君不闻汉家山东二,1958
君不闻汉家山东二百,1324
潭,1195
潭静,1604
潭静欲,2130
潭静欲留,663
同,476
同姓,2326
同姓古,297
同姓古所,340
翻,1333
翻手,1308
翻手作,1379
翻手作云,325
翻手作云覆,1333
翻手作云覆手,313
局,268
局促,1169
局促伤,448
局促伤樊,1826
藤,1219
藤架,451
藤架引,2079
藤架引梢,593
青,783
青冥,2096
青冥却,2012
青冥却垂,2299
数,1087
数茎,323
数茎白,478
数茎白发,168
数茎白发那,2035
数茎白发那抛,721
二,1449
二主,1889
春,1377
春风,1635
春风忆,1709
春风忆镜,1864
借,151
借问,1498
借问有,90
借问有酒,667
雨,363
雨声,512
雨声飕,512
雨声飕飕,369
雨声飕飕催,1786
雨声飕飕催早,1848
左,1037
左相,1845
左相日,1837
左相日兴,582
左相日兴费,1780
左相日兴费万,2259
恢,272
恢一,1049
不,927
不须,348
不须闻,484
不须闻此,258
不须闻此意,1476
不须闻此意惨,122
含,2286
含烟,1378
含烟柳,2274
含烟柳尚,1694
天,678
天阴,860
天阴对,522
天阴对图,1822
致,2014
致身,427
致身福,664
致身福地,1569
致身福地何,936
致身福地何萧,901
细,637
细蕊,2105
细蕊慢,706
细蕊慢逐,1377
麹,1616
麹氏,85
麹氏雄,472
麹氏雄西,2148
家,1634
家无,1936
家无儋,532
家无儋石,1827
家无儋石输,1958
家无儋石输百,1780
奋,667
奋不,1706
奋不以,2060
箫,768
箫鼓,791
箫鼓荡,2179
箫鼓荡四,1285
颇,73
颇遭,1865
颇遭官,593
颇遭官长,2059
黄,924
黄昏,2253
黄昏胡,1249
黄昏胡骑,988
黄昏胡骑尘,1829
黄昏胡骑尘满,544
惟,2074
惟人,1580
惟人之,1032
入,1919
入门,1965
入门天,394
入门天厩,1088
入门天厩皆,1379
入门天厩皆云,628
一,1056
一夫,2103
一夫则,440
啖,1706
啖以,540
相,1291
相如,1031
相如逸,576
相如逸才,657
相如逸才亲,303
相如逸才亲涤,418
神,102
神女,1584
神女鸣,917
神女鸣环,1073
斥,1622
斥余,1875
霜,20
霜严,975
霜严衣,1334
霜严衣带,2277
令,2074
令人,478
令人发,1962
令人发深,22
广,1896
广陵,1037
广陵相,50
广陵相遇,1753
分,1333
分手,1156
分手恋,386
分手恋朋,132
壶,579
壶觞,2040
壶觞趣,667
壶觞趣不,561
母,1034
母为,450
母为妾,664
母为妾地,1078
母为妾地父,450
母为妾地父妾,1965
儿,102
儿女,1192
儿女忽,2208
儿女忽成,1141
浮,1379
浮云,1823
浮云遮,2096
浮云遮却,1686
浮云遮却阳,560
浮云遮却阳关,712
蔬,1703
蔬食,1609
蔬食常,667
蔬食常不,1763
词,135
词臣,854
词臣陪,38
词臣陪羽,991
早,348
早闻,1335
早闻牛,1618
早闻牛渚,1052
相,1423
相知,1699
相知在,1842
相知在急,300
得,311
得失,199
得失计,1924
得失计毫,40
震,1511
震赫,1780
震赫万,1748
几,483
几岁,921
几岁寄,1069
几岁寄我,561
几岁寄我空,878
几岁寄我空中,1679
中,879
中堂,557
中堂舞,2285
中堂舞神,203
东,2051
东郊,1569
东郊何,1199
东郊何时,911
江,596
江楚,641
江楚气,85
江楚气雄,507
石,438
石田,1282
石田茅,172
石田茅屋,1814
石田茅屋荒,1987
石田茅屋荒苍,2139
庶,302
庶绩,83
庶绩咸,530
邀,1952
邀入,1981
邀入赤,996
邀入赤松,1643
超,1337
超然,779
超然欢,89
超然欢笑,958
玉,1339
玉绳,711
玉绳回,2277
玉绳回断,1581
幽,456
幽灵,1259
幽灵斯,1208
幽灵斯可,1038
负,1157
负南,1988
负南极,1706
负南极以,1983
一,634
一望,667
一望不,1016
一望不见,1303
一望不见心,2277
一望不见心断,1581
豺,1521
豺狼,1699
豺狼在,1546
豺狼在邑,1747
豺狼在邑龙,1699
豺狼在邑龙在,760
平,2095
平明,2243
平明流,2216
平明流血,1720
平明流血浸,561
平明流血浸空,544
平,1864
平台,1228
平台复,712
平台复道,741
平台复道汉,1932
平台复道汉梁,278
甚,1423
甚知,250
甚知丈,2074
甚知丈人,2073
惟,1498
惟有,693
惟有饮,1674
惟有饮者,2130
惟有饮者留,1248
惟有饮者留其,1619
言,1907
言归,968
言归旧,1760
言归旧竹,6
庶,844
庶结,1282
庶结茅,1151
庶结茅茨,1977
轗,1328
轗轲,2152
轗轲辞,992
轗轲辞下,777
白,572
白简,1701
白简徒,384
白简徒推,1022
吟,1732
吟会,105
吟会是,1182
吟会是思,1907
更,1140
更起,1034
更起为,1166
更起为君,773
监,1831
监牧,1466
监牧攻,704
监牧攻驹,2267
监牧攻驹阅,965
监牧攻驹阅清,473
安,721
安得,1789
安得诛,1379
安得诛云,866
锦,975
锦衣,2003
锦衣昼,667
锦衣昼不,1887
岂,1323
岂但,2263
岂但祁,2157
岂但祁岳,2248
岂但祁岳与,953
岂但祁岳与郑,1122
浮,1965
浮天,1799
授,1706
授以,2285
授以神,714
开,2057
开花,1634
开花无,755
开花无数,551
开花无数黄,2006
开花无数黄金,2259
观,561
观空,1551
观空厌,1498
观空厌有,493
巢,601
巢岐,693
巢岐饮,119
业,323
业白,955
业白出,532
业白出石,1497
赠,484
赠此,620
赠此遣,466
赠此遣愁,1448
往,998
往来,2208
往来成,2326
往来成古,271
地,965
地清,881
地清栖,2170
地清栖暗,312
火,1379
火云,1634
火云无,1199
火云无时,955
露,1915
露叶,1406
露叶承,511
露叶承新,1587
不,1545
不求,551
不求黄,2006
不求黄金,1826
不求黄金笼,992
不求黄金笼下,848
蛮,619
蛮夷,1272
蛮夷九,1594
儒,1185
儒术,2077
儒术于,1069
儒术于我,1569
儒术于我何,1498
儒术于我何有,507
雨,894
雨露,445
雨露贵,1474
雨露贵平,2033
岁,1848
岁寒,1569
岁寒何,1685
岁寒何用,322
旅,1703
旅食,323
旅食白,1845
旅食白日,593
丰,365
丰草,1694
丰草青,1694
丰草青青,1848
丰草青青寒,667
丰草青青寒不,54
不,1016
不见,341
不见昨,1845
不见昨日,2074
欲,1688
欲觉,348
欲觉闻,1437
欲觉闻晨,96
光,819
光抱,561
光抱空,878
光抱空中,1042
自,1208
自可,1369
自可持,87
自可持旌,563
释,1425
释子,1067
释子弥,1965
释子弥天,1646
今,656
今宵,1048
今宵泉,453
今宵泉壑,2066
仿,2252
仿像,2123
仿像识,987
仿像识鲛,2074
每,2077
每于,1958
每于百,2004
每于百僚,2120
山,1042
山楼,1308
山楼作,419
山楼作赋,911
衣,546
衣沾,1767
衣沾春,313
衣沾春雨,1199
利,1860
利泽,1067
利泽弥,1780
利泽弥万,218
鸿,2191
鸿路,1498
鸿路有,783
鸿路有冥,783
故,1846
故园,1523
故园欣,322
故园欣赏,1760
何,1199
何时,272
何时一,42
何时一杯,90
甲,1668
甲第,1882
甲第千,79
甲第千甍,1063
甲第千甍分,2210
甲第千甍分戚,2066
自,2037
自说,750
自说江,1692
自说江湖,667
自说江湖不,1907
自说江湖不归,919
举,1435
举头,28
举头向,1987
举头向苍,1965
波,1347
波涛,1780
波涛万,2164
波涛万顷,590
波涛万顷堆,2339
波涛万顷堆琉,235
所,2316
所愿,231
所愿亦,1070
所愿亦易,1545
天,1425
天子,165
天子呼,998
天子呼来,667
天子呼来不,2120
天子呼来不上,663
发,1579
发匀,734
发匀肉,1168
发匀肉好,848
发匀肉好生,1767
发匀肉好生春,1402
作,296
作尉,1493
作尉穷,2234
作尉穷谷,1136
心,2277
心断,1581
弥,965
弥清,988
弥清尘,1325
弥清尘外,1303
玉,389
玉井,1987
玉井苍,2139
玉井苍苔,1767
玉井苍苔春,1884
玉井苍苔春院,1962
郊,1513
郊桑,1084
郊桑柔,527
郊桑柔绿,985
北,109
北辕,1020
北辕就,1456
北辕就泾,119
空,2028
空蒙,446
空蒙辨,1743
空蒙辨鱼,458
沙,1452
沙苑,2016
沙苑交,711
沙苑交回,1736
微,2274
微尚,766
微尚颇,231
微尚颇亦,958
式,2199
式和,1706
式和以,971
即,919
即事,1620
即事壮,1807
即事壮重,1134
应,1423
应知,667
应知不,1212
应知不染,1303
大,750
大江,494
大江翻,609
大江翻澜,2285
大江翻澜神,1245
大江翻澜神曳,2286
君,1326
君看,968
君看旧,1845
君看旧日,1131
君看旧日高,1864
君看旧日高台,385
尘,1823
尘遮,1267
尘遮晚,1845
尘遮晚日,1427
小,1198
小儿,1303
小儿心,2067
小儿心孔,911
皇,412
皇旅,39
文,532
文石,2209
文石陛,359
文石陛前,2152
文石陛前辞,78
文石陛前辞圣,1449
惠,1276
惠远,1567
惠远德,107
惠远德过,2074
残,42
残杯,2248
残杯与,646
残杯与冷,1658
拂,1536
拂水,795
拂水低,1544
拂水低徊,557
拂水低徊舞,1565
拂水低徊舞袖,494
绮,2023
绮绣,1037
绮绣相,1064
绮绣相展,1231
暖,383
暖客,1265
暖客貂,821
暖客貂鼠,2087
好,1333
好手,667
好手不,1208
好手不可,50
为,198
为谁,2243
为谁流,992
为谁流下,1695
为谁流下蓼,2057
为谁流下蓼花,878
肉,1768
肉骏,228
肉骏碨,367
肉骏碨礌,1455
肉骏碨礌连,2259
肉骏碨礌连钱,45
唯,1035
唯先,1688
忧,1268
忧端,1045
忧端齐,439
忧端齐终,1157
高,1131
高高,726
高高翠,1603
高高翠微,2066
威,48
威武,352
威武辉,1734
今,1845
今日,1445
今日美,2074
今日美人,26
今日美人弃,1069
今日美人弃我,565
王,1485
王刘,1445
王刘美,1760
王刘美竹,1043
世,2074
世人,168
世人那,721
世人那得,1423
世人那得知,1248
世人那得知其,910
何,826
何阶,1425
何阶子,1049
何阶子方,925
带,72
带雪,243
带雪梅,1238
带雪梅初,1835
展,915
展席,86
展席俯,593
展席俯长,2243
乐,45
乐动,1585
乐动殷,292
乐动殷樛,236
汤,2294
汤休,1140
汤休起,1069
汤休起我,440
旷,760
旷野,1749
旷野怀,1440
旷野怀咫,2213
五,764
五言,752
五言宁,1973
五言宁谢,2313
五言宁谢颜,1410
五言宁谢颜光,1055
挂,915
挂席,1123
挂席钓,301
挂席钓川,1712
仙,1643
仙家,471
仙家信,114
仙家信几,1962
春,1410
春光,1354
春光澹,1006
春光澹沱,2047
春光澹沱秦,1304
春光澹沱秦东,1203
名,542
名山,1054
名山都,1931
名山都未,1710
谁,1870
谁念,1724
谁念卧,2002
谁念卧漳,2005
微,89
微笑,294
微笑索,2278
微笑索题,661
浮,1962
浮深,1250
浮深簸,791
浮深簸荡,335
浮深簸荡鼋,219
浮深簸荡鼋鼍,2001
云,2169
云物,105
云物是,965
云物是清,1849
鹏,150
鹏鶱,875
鹏鶱骇,1294
鹏鶱骇群,1747
足,1706
足以,1128
足以慰,297
足以慰所,1182
调,1131
调高,1447
调高弦,1581
调高弦绝,1634
调高弦绝无,1423
调高弦绝无知,720
公,1425
公子,107
公子过,1069
公子过我,2246
叹,1394
叹息,429
叹息肠,1785
叹息肠内,1106
留,383
留客,1750
留客醉,511
留客醉新,2081
老,85
老雄,54
虚,1448
虚寂,1852
虚寂养,2014
虚寂养身,2199
下,1498
下有,95
下有往,998
下有往来,1301
朝,162
朝趋,1208
朝趋可,1216
朝趋可刷,2174
朝趋可刷幽,409
朝趋可刷幽并,2018
铁,763
铁锁,1131
铁锁高,2012
铁锁高垂,667
铁锁高垂不,1208
铁锁高垂不可,187
融,798
融大,1676
时,1372
时菊,862
时菊碎,1707
时菊碎榛,1599
长,1983
长安,803
长安市,2120
长安市上,90
长安市上酒,1643
长安市上酒家,1805
隐,463
隐居,667
隐居不,1208
隐居不可,1016
驱,314
驱车,1414
驱车还,28
驱车还向,1304
松,283
松柏,2039
松柏映,1176
松柏映香,1864
屋,1
屋底,849
屋底达,1865
屋底达官,330
屋底达官走,904
屋底达官走避,2253
天,664
天地,1498
天地有,652
天地有顺,1187
群,1364
群木,1536
群木水,1410
群木水光,992
苏,92
苏晋,593
苏晋长,1914
苏晋长斋,2023
苏晋长斋绣,754
苏晋长斋绣佛,359
匪,24
匪予,950
万,1793
万株,420
万株杨,1378
万株杨柳,1528
万株杨柳拂,654
万株杨柳拂波,2012
五,1896
五陵,198
五陵谁,80
五陵谁唱,2248
五陵谁唱与,1767
五陵谁唱与春,1377
文,2160
文彩,407
文彩珊,604
文彩珊瑚,443
蔡,2307
蔡侯,1195
蔡侯静,1674
蔡侯静者,258
蔡侯静者意,1498
蔡侯静者意有,1124
文,515
文章,2070
文章应,1396
文章应解,274
文章应解伴,137
文章应解伴牢,466
先,848
先生,1498
先生有,576
先生有才,107
先生有才过,248
先生有才过屈,110
既,1931
既未,1000
既未免,847
既未免羁,2206
几,2074
几人,366
几人经,484
几人经此,1634
几人经此无,1849
几人经此无秋,132
一,1763
一饱,2103
一饱则,392
一饱则飞,713
专,994
专坤,949
广,1436
广文,1035
广文先,848
广文先生,951
广文先生饭,667
广文先生饭不,2143
贪,1965
贪天,34
贪天僭,664
贪天僭地,198
贪天僭地谁,667
贪天僭地谁不,1034
袒,695
袒跣,667
袒跣不,391
袒跣不肯,2208
袒跣不肯成,1101
袒跣不肯成枭,724
归,1724
归卧,2234
归卧谷,1619
归卧谷名,1405
芳,1213
芳宴,484
芳宴此,1199
芳宴此时,460
日,739
日籴,97
日籴太,538
日籴太仓,1252
日籴太仓五,1451
日籴太仓五升,1010
名,2243
名流,1659
名流即,712
名流即道,2243
高,692
高帝,1425
